"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000268658",3.26479588205396,3.20348652095394,6.62578191576466,2.40131138457293e-06,0.0576891047029802,4.60584710441441
"ENSG00000183625",1.88292179437169,3.6500822934196,5.54344539463687,2.37053942688453e-05,0.222008152195217,2.69529484163049
"ENSG00000234832",2.31659758440879,1.22286380345265,5.47180968081763,2.77232957286734e-05,0.222008152195217,2.08078015672985
"ENSG00000211667",3.89769452055517,-1.48116041943568,5.24190469788073,4.59941890521495e-05,0.227957696877165,1.07268266730167
"ENSG00000262074",3.33095437072265,2.22851115954303,5.19714514716987,5.07905297066923e-05,0.227957696877165,1.86490498706453
"ENSG00000188266",-2.61096319549206,-0.383434905506886,-5.02424305830894,7.46423166617609e-05,0.227957696877165,0.546088763771561
"ENSG00000260078",1.78580849812178,3.9515820345915,5.02092204453661,7.51983719131388e-05,0.227957696877165,1.69154939260743
"ENSG00000268240",3.00108406512121,4.46997216030558,4.97093656545599,8.40959215854948e-05,0.227957696877165,1.60618698599441
"ENSG00000272831",2.98830861164459,-1.29636317597962,4.94879968893959,8.83717872031416e-05,0.227957696877165,0.44665693902806
"ENSG00000197013",1.49013965896268,4.56386169666008,4.88538741497555,0.000101885421432571,0.227957696877165,1.43811012599373
"ENSG00000271532",-2.7835512459719,-0.711442584642053,-4.81914745404121,0.000118254613441291,0.227957696877165,0.0953320388749885
"ENSG00000169429",2.21571796038098,9.259948173869,4.77886238671394,0.000129491961620968,0.227957696877165,1.22409720577313
"ENSG00000260898",2.08231210155432,4.17866739737789,4.75882323699595,0.000135479531325049,0.227957696877165,1.17947910391294
"ENSG00000175485",3.47954989765888,-1.23074341145838,4.5971082903629,0.000195316698488176,0.227957696877165,0.153954312901187
"ENSG00000133800",1.94011679808934,2.27430926278707,4.59367289535813,0.000196844044447256,0.227957696877165,0.746053563509075
"ENSG00000222675",2.32218346084247,-1.72168246069858,4.59036400142461,0.000198326574962694,0.227957696877165,-0.110531870718791
"ENSG00000259438",3.18113088735953,-1.08512548574965,4.58846186954782,0.000199183922762448,0.227957696877165,0.111017737081638
"ENSG00000253314",3.48152606237268,-1.81298099070983,4.55317190442464,0.000215788163832791,0.227957696877165,-0.375073844542452
"ENSG00000107593",2.78495199583571,-1.21597365447085,4.52356662108879,0.000230793530544823,0.227957696877165,-0.237812025033613
"ENSG00000223946",-1.96328455622653,1.5001547385869,-4.50903621488162,0.000238539836871008,0.227957696877165,0.308161135852492
"ENSG00000286408",2.39089875036717,0.631764804499665,4.50050912219597,0.00024320751722919,0.227957696877165,0.292409983487155
"ENSG00000163739",2.32928092091046,5.13088738616118,4.49421898738892,0.000246709752047994,0.227957696877165,0.636294449254741
"ENSG00000161551",-1.31514479722192,3.80599831904221,-4.48016583262983,0.000254719496599031,0.227957696877165,0.590706141159388
"ENSG00000112394",-1.79846619850776,2.37401966855141,-4.47909530970837,0.000255340314210754,0.227957696877165,0.474838507749473
"ENSG00000248780",3.15255296773375,-1.31828833708454,4.45689159871538,0.000268566904876148,0.227957696877165,-0.283187228314512
"ENSG00000180316",2.19390011157358,2.87727091919512,4.45542035875191,0.000269467369589806,0.227957696877165,0.519189516644315
"ENSG00000271742",2.85694625269054,-1.40044551567503,4.45305144643832,0.000270923659450129,0.227957696877165,-0.200553836905912
"ENSG00000260388",-3.06546946386823,-0.801993360369152,-4.45158662430576,0.000271828132315594,0.227957696877165,-0.42816284286067
"ENSG00000121691",0.987851731266064,5.326305155469,4.4462107887163,0.000275173710016558,0.227957696877165,0.535846170880692
"ENSG00000200013",2.58532847858967,-1.62786734690983,4.40652122331423,0.000301194943507807,0.241196910761052,-0.566413204747488
"ENSG00000131355",1.86735525080744,6.71954070384025,4.34062043146132,0.000350001681586742,0.2712400128529,0.306438060183067
"ENSG00000180209",1.80119448269588,0.725182013944582,4.32102647286097,0.000365996643652704,0.274771980222267,-0.0406462540203183
"ENSG00000224187",3.28503615546388,-0.465196130626397,4.27077483944379,0.000410465524307715,0.283649321065153,-0.448704945011047
"ENSG00000232618",1.99945470449072,2.59869124557273,4.26859551265249,0.000412512625397671,0.283649321065153,0.132711733083018
"ENSG00000260708",2.22040379971434,2.83683563430797,4.26449807293602,0.000416389315754634,0.283649321065153,0.137409547352654
"ENSG00000132522",1.81078413021806,1.45530686444527,4.25025920059112,0.00043014830558825,0.283649321065153,-0.040062925884282
"ENSG00000137460",1.95229385261576,2.1414858469611,4.24348298353587,0.000436855847461316,0.283649321065153,0.0486924045054815
"ENSG00000248323",1.70902455424968,7.87742669979344,4.21665314908861,0.000464462625658388,0.288394586709782,0.0381730802831148
"ENSG00000261158",1.36946044687674,3.91047063394079,4.21316995928025,0.000468173030373022,0.288394586709782,0.0533551160454886
"ENSG00000232021",-1.45658720275163,2.73414130433473,-4.19176327768892,0.000491639309954262,0.29527856955853,-0.0526831782438224
"ENSG00000175548",-2.62329366245435,1.25418009953611,-4.17686485377794,0.000508665184926163,0.298052985430881,-0.285253628870609
"ENSG00000091129",-3.21797858566448,1.97268771727962,-4.14719584556217,0.000544355063637972,0.31137109640092,-0.283597633963992
"ENSG00000142512",1.20252722221424,5.68821281749655,4.11803806590826,0.000581878407117724,0.314493842309664,-0.15431995223285
"ENSG00000136404",1.2914852900054,2.85829928700337,4.1136375818806,0.000587762545407836,0.314493842309664,-0.175497574183233
"ENSG00000233791",2.00536466906756,4.44450101465679,4.09625193122264,0.000611599389737279,0.314493842309664,-0.188092364567777
"ENSG00000285925",2.71731395854119,-1.05353732601335,4.07725484499785,0.000638755246919733,0.314493842309664,-0.682641239184471
"ENSG00000044574",1.47749853645964,8.56010891156883,4.07492520434194,0.000642167545264216,0.314493842309664,-0.266639178410154
"ENSG00000242622",1.72075795969183,2.31702720492887,4.05318603429391,0.000674903326678549,0.314493842309664,-0.295948608169149
"ENSG00000105732",1.43224538783901,4.09559583751236,4.02949195969488,0.000712489687960582,0.314493842309664,-0.323752446034053
"ENSG00000105011",1.76826540868303,2.49189415979915,4.02600471289944,0.000718195786281605,0.314493842309664,-0.346657303836498
