log2FC_TE_v1	pvalue_v1	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
ENSMUSG00000000088	-0.284328153026763	0.710917391263398	-0.245834586202946	0.611812193857585	-0.284328153026763	0.710917391263398	0.999649727857858
ENSMUSG00000000134	-1.24435992000704	0.361174981451752	-1.21490110404112	0.101974379455394	-1.24435992000704	0.361174981451752	0.999649727857858
ENSMUSG00000000142	1.32355570174289	0.522855049532447	2.3658206405701	0.00185568404333372	1.32355570174289	0.522855049532447	0.999649727857858
ENSMUSG00000000194	-0.492075085089335	0.368878548993775	-0.479501856099541	0.293742090338174	-0.492075085089335	0.368878548993775	0.999649727857858
ENSMUSG00000000278	1.61832646936428	0.550402944631395	2.65101416483118	6.73609071599991e-09	1.61832646936428	0.550402944631395	0.999649727857858
ENSMUSG00000000295	1.63391181648045	0.176114832405578	1.61891693089323	0.0911558023137626	1.63391181648045	0.176114832405578	0.999649727857858
ENSMUSG00000000303	1.07904758277598	0.714773124823482	2.09239673742921	3.09632839319829e-16	1.07904758277598	0.714773124823482	0.999649727857858
ENSMUSG00000000325	-0.41482238897496	0.607554209924274	-0.387794815374551	0.629289949103534	-0.387794815374551	0.629289949103534	0.999649727857858
ENSMUSG00000000326	-0.296311871762128	0.7130003066353	0.225734938498349	0.795694033604992	0.225734938498349	0.795694033604992	0.999649727857858
ENSMUSG00000000346	-2.12800386480207	0.0138565705473513	-2.12571980027704	0.000106436922329258	-2.12800386480207	0.0138565705473513	0.472791319138791
ENSMUSG00000000399	-0.81795988263822	0.450060127549949	-0.832163363122633	0.0850678877867782	-0.81795988263822	0.450060127549949	0.999649727857858
ENSMUSG00000000439	0.201731819553588	0.761460999173777	0.134487880403697	0.88996267870047	0.134487880403697	0.88996267870047	0.999649727857858
ENSMUSG00000000441	-0.535258694065275	0.475638397980715	-0.553841820378683	0.371830882463921	-0.535258694065275	0.475638397980715	0.999649727857858
ENSMUSG00000000489	-3.5647343096246	0.0256398804135898	-3.5445375123608	0.0175810382212516	-3.5647343096246	0.0256398804135898	0.726791994800604
ENSMUSG00000000531	-1.77862465047237	0.259768054389617	-1.1847086928989	0.272584394299348	-1.1847086928989	0.272584394299348	0.999649727857858
ENSMUSG00000000532	0.701954621150634	0.756431306732045	0.753055813959243	0.108268464270761	0.701954621150634	0.756431306732045	0.999649727857858
ENSMUSG00000000563	-0.183216727998705	0.779382577184548	-0.221155163678286	0.712052901772376	-0.183216727998705	0.779382577184548	0.999649727857858
ENSMUSG00000000568	0	0.96024462688529	0.0106216319141189	0.971249685185434	0.0106216319141189	0.971249685185434	0.999649727857858
ENSMUSG00000000600	-0.580762105965931	0.638095026631612	-0.585504612143342	0.555484225301173	-0.580762105965931	0.638095026631612	0.999649727857858
ENSMUSG00000000628	2.41764277303729	0.0982143840454364	2.36181459104519	3.99654990923045e-07	2.41764277303729	0.0982143840454364	0.999649727857858
ENSMUSG00000000631	0	0.91916710963789	0	0.988495208942298	0	0.988495208942298	0.999649727857858
ENSMUSG00000000682	0.70502741604237	0.594554064315722	0.637075581099737	0.587775062720488	0.70502741604237	0.594554064315722	0.999649727857858
ENSMUSG00000000686	-0.826900677270963	0.734426409885121	-0.839913669939278	0.670443907134148	-0.826900677270963	0.734426409885121	0.999649727857858
ENSMUSG00000000693	-0.599351496998565	0.841975072781774	-0.606959077619685	0.799850902289112	-0.599351496998565	0.841975072781774	0.999649727857858
ENSMUSG00000000738	1.35870894833067	0.566100873988552	2.23103396222403	0.0154316185482434	1.35870894833067	0.566100873988552	0.999649727857858
ENSMUSG00000000751	-2.04696181291354	0.114029816753167	-2.09664028152873	0.000141553173161776	-2.04696181291354	0.114029816753167	0.999649727857858
ENSMUSG00000000782	0.882520961457644	0.681820561020101	1.79375728877047	0.302737202985109	0.882520961457644	0.681820561020101	0.999649727857858
ENSMUSG00000000787	-0.861704508012881	0.308160483549171	-0.880421602039464	0.0100420343440067	-0.861704508012881	0.308160483549171	0.999649727857858
ENSMUSG00000000804	-0.614053277880807	0.609208628387448	-0.554391673545714	0.558972573107195	-0.614053277880807	0.609208628387448	0.999649727857858
ENSMUSG00000000823	-0.854000806886177	0.613300926029522	-0.889322802847275	0.565743143584982	-0.854000806886177	0.613300926029522	0.999649727857858
ENSMUSG00000000827	0.647732203871584	0.887187116909189	1.7390557958509	0.00565184342761935	0.647732203871584	0.887187116909189	0.999649727857858
ENSMUSG00000000881	1.13647042594107	0.735372783150274	1.02115887165533	0.2586086529178	1.13647042594107	0.735372783150274	0.999649727857858
ENSMUSG00000000902	0.478648689264119	0.854160499427309	1.4787862304164	0.00561714100742002	0.478648689264119	0.854160499427309	0.999649727857858
ENSMUSG00000000915	0.205207843092726	0.823494233439649	0.201811327562081	0.639212730108574	0.205207843092726	0.823494233439649	0.999649727857858
ENSMUSG00000000916	-0.173573018723618	0.881415371896224	-0.220219475351392	0.842781514618899	-0.173573018723618	0.881415371896224	0.999649727857858
ENSMUSG00000000957	-1.31142287666147	0.144210552691847	-1.34334595380958	0.000162858319093496	-1.31142287666147	0.144210552691847	0.999649727857858
ENSMUSG00000000958	1.52515529917379	0.504167605907074	1.34998016897652	0.649374228135986	1.34998016897652	0.649374228135986	0.999649727857858
ENSMUSG00000000959	-0.662728299587421	0.532756909863025	-0.684759938035245	0.249350222836855	-0.662728299587421	0.532756909863025	0.999649727857858
ENSMUSG00000001016	-0.25270617186235	0.73403686281291	-0.234715817746251	0.626000892772325	-0.25270617186235	0.73403686281291	0.999649727857858
ENSMUSG00000001018	1.16854254113691	0.431044393004236	1.10608013019872	0.484818339320577	1.10608013019872	0.484818339320577	0.999649727857858
ENSMUSG00000001054	0.933287483818898	0.44072768164232	0.935004349161616	0.341327451964681	0.933287483818898	0.44072768164232	0.999649727857858
ENSMUSG00000001056	-0.68006781862784	0.486492331525103	-0.648531844302869	0.289216346466613	-0.68006781862784	0.486492331525103	0.999649727857858
ENSMUSG00000001062	-0.951282286645664	0.644168496138774	-1.07195119555758	0.625155354523401	-0.951282286645664	0.644168496138774	0.999649727857858
ENSMUSG00000001065	1.20346529505635	0.634678601646424	2.01535806971327	0.264002298217196	1.20346529505635	0.634678601646424	0.999649727857858
ENSMUSG00000001089	0.823358031430452	0.503776008389184	0.775811078715478	0.216651230857058	0.823358031430452	0.503776008389184	0.999649727857858
ENSMUSG00000001100	0	0.978433392025893	0.0260582613657592	0.957127822665134	0	0.978433392025893	0.999649727857858
ENSMUSG00000001127	-1.66445610798358	0.24484884482725	-1.76338804882095	0.0512150221822061	-1.66445610798358	0.24484884482725	0.999649727857858
ENSMUSG00000001138	-0.570162923241846	0.424320480471101	-0.572393664714228	0.387625984277134	-0.570162923241846	0.424320480471101	0.999649727857858
ENSMUSG00000001150	1.53505623849371	0.410612001387446	1.49670886935434	0.0135915399479207	1.53505623849371	0.410612001387446	0.999649727857858
ENSMUSG00000001151	-0.721043556521606	0.353551726463245	-0.724746221033358	0.260556232699332	-0.721043556521606	0.353551726463245	0.999649727857858
ENSMUSG00000001156	-1.81795239084823	0.272311638541299	-1.79560622293241	0.186945816668276	-1.81795239084823	0.272311638541299	0.999649727857858
ENSMUSG00000001175	-0.32767793981278	0.65235933686649	-0.315435200357297	0.352135337181486	-0.32767793981278	0.65235933686649	0.999649727857858
ENSMUSG00000001228	-0.142861734010186	0.822156015574311	-0.167843309386818	0.793981204654871	-0.142861734010186	0.822156015574311	0.999649727857858
ENSMUSG00000001247	0.568196017634548	0.952643089100586	0.410455697457075	0.378490428657821	0.568196017634548	0.952643089100586	0.999649727857858
ENSMUSG00000001280	0.246539054272063	0.947825339316317	0.295841706325528	0.39759867373809	0.246539054272063	0.947825339316317	0.999649727857858
ENSMUSG00000001281	-0.269553187413109	0.896951349658379	0	0.971904198986424	0	0.971904198986424	0.999649727857858
ENSMUSG00000001288	-1.14525894963245	0.321959861790861	-1.12189878227081	0.0666008430733535	-1.14525894963245	0.321959861790861	0.999649727857858
ENSMUSG00000001376	0.755425041165097	0.948503812668405	5.54286838305247	1.36869662165285e-09	0.755425041165097	0.948503812668405	0.999649727857858
ENSMUSG00000001403	-0.808860967353375	0.457585494248798	-0.838462881567421	0.240219014194227	-0.808860967353375	0.457585494248798	0.999649727857858
ENSMUSG00000001415	0.195573815823437	0.975719505446342	0.760347056105536	0.428255102168233	0.195573815823437	0.975719505446342	0.999649727857858
ENSMUSG00000001416	-2.1481836526069	0.0119799235158905	-2.13830622973346	1.09268990290767e-08	-2.1481836526069	0.0119799235158905	0.424480943808237
ENSMUSG00000001418	0.301890096711865	0.624937017319071	0.311511491536083	0.612946669060994	0.301890096711865	0.624937017319071	0.999649727857858
ENSMUSG00000001419	0.768432375183984	0.665371204611684	0.717102498972903	0.343049805831087	0.768432375183984	0.665371204611684	0.999649727857858
ENSMUSG00000001424	1.36154464293982	0.480647570654483	2.31608076160225	2.29274368748068e-10	1.36154464293982	0.480647570654483	0.999649727857858
ENSMUSG00000001435	-0.478751550852024	0.579461342123028	-0.454272977411425	0.219843957569271	-0.478751550852024	0.579461342123028	0.999649727857858
ENSMUSG00000001440	1.47707156114992	0.167510355102878	1.46555797039638	1.50286567226431e-05	1.47707156114992	0.167510355102878	0.999649727857858
ENSMUSG00000001441	1.50260519658509	0.657501335241335	6.22216137096358	1.07391876685526e-37	1.50260519658509	0.657501335241335	0.999649727857858
ENSMUSG00000001445	-1.68479585100766	0.214622882078964	-1.32606647607738	0.131103584189825	-1.68479585100766	0.214622882078964	0.999649727857858
ENSMUSG00000001467	0.94077520321661	0.607074278103443	1.26349744505472	0.00066897396929669	0.94077520321661	0.607074278103443	0.999649727857858
ENSMUSG00000001472	0.600500128241059	0.700083329219489	0.584681494202427	0.221896444084578	0.600500128241059	0.700083329219489	0.999649727857858
ENSMUSG00000001517	-2.86573861373391	0.0462173462333482	-2.87441546730334	0.0117974530218413	-2.86573861373391	0.0462173462333482	0.999649727857858
ENSMUSG00000001521	-2.992895017276	0.0236578309070231	-2.9846825536784	0.00343355439310628	-2.992895017276	0.0236578309070231	0.681086772596719
ENSMUSG00000001525	-0.429723046291585	0.479281714803763	-0.425772207365888	0.0783554521441265	-0.429723046291585	0.479281714803763	0.999649727857858
ENSMUSG00000001583	-1.24079313440776	0.332191877370656	-0.806952407345415	0.272075147206522	-1.24079313440776	0.332191877370656	0.999649727857858
ENSMUSG00000001588	2.25655415973306	0.194101927037077	2.17559574686701	0.470063343225029	2.17559574686701	0.470063343225029	0.999649727857858
ENSMUSG00000001627	-0.994859736461052	0.415972198910234	-1.06184572206481	0.191601839377028	-0.994859736461052	0.415972198910234	0.999649727857858
ENSMUSG00000001657	-0.605889637158981	0.682791310764622	-0.610694432993999	0.682797800925915	-0.610694432993999	0.682797800925915	0.999649727857858
ENSMUSG00000001674	-0.863673205075493	0.541055406876003	-0.338850730389058	0.777504880385843	-0.338850730389058	0.777504880385843	0.999649727857858
ENSMUSG00000001687	0.810823170671711	0.778588917977319	5.60319872684037	1.92884114181324e-07	0.810823170671711	0.778588917977319	0.999649727857858
ENSMUSG00000001729	-6.92146650523548	1.01689941335495e-06	-6.63104695848583	1.84962040543092e-12	-6.92146650523548	1.01689941335495e-06	0.000288251872170231
ENSMUSG00000001767	-3.20799832543752	0.00549411898168739	-3.19054054275578	9.05741052620492e-07	-3.20799832543752	0.00549411898168739	0.21728464220942
ENSMUSG00000001768	-0.889359648619276	0.46691717391564	-0.162843493288487	0.741837557991243	-0.162843493288487	0.741837557991243	0.999649727857858
ENSMUSG00000001783	1.22396365659543	0.534763076082892	1.18360900771694	0.00658059739935352	1.22396365659543	0.534763076082892	0.999649727857858
ENSMUSG00000001785	-1.14610595524362	0.322513100115407	-0.820858633408006	0.201742022355758	-1.14610595524362	0.322513100115407	0.999649727857858
ENSMUSG00000001786	0.978588840689895	0.602998391481769	0.914521814426066	0.347979206995406	0.978588840689895	0.602998391481769	0.999649727857858
ENSMUSG00000001794	1.02099960558733	0.518080201469707	0.992589678728184	0.0903823780569279	1.02099960558733	0.518080201469707	0.999649727857858
ENSMUSG00000001847	-0.673189408260431	0.458733322986122	-0.67775477819884	0.112599603805627	-0.673189408260431	0.458733322986122	0.999649727857858
ENSMUSG00000001870	-7.07158524212214	3.0418998713812e-12	-7.08006915105643	7.69389320514205e-32	-7.07158524212214	3.0418998713812e-12	1.12094010260397e-08
