log2FC_TE_v1	pvalue_v1	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
ENSMUSG00000000001	0	0.931257516422284	4.92856915835939	2.49680022231556e-36	0	0.931257516422284	0.999542254619838
ENSMUSG00000000058	1.56289743571917	0.0881056997918584	1.56848753880571	0.00204586113916728	1.56289743571917	0.0881056997918584	0.315799845601894
ENSMUSG00000000078	1.47261195389208	0.703178398308707	6.37923006953917	2.72931847311554e-29	1.47261195389208	0.703178398308707	0.999542254619838
ENSMUSG00000000085	6.92016310570372	0.000326406725895449	11.0650361238819	0.00567698340886128	11.0650361238819	0.00567698340886128	0.0339737876286399
ENSMUSG00000000127	3.77294183641152	0.0282230649482404	8.36581199356751	7.28935378641199e-28	3.77294183641152	0.0282230649482404	0.129108563212374
ENSMUSG00000000131	3.92816104889653	0.0168357717454091	8.62694193366926	4.06138961935767e-27	3.92816104889653	0.0168357717454091	0.0844604980313369
ENSMUSG00000000168	-0.865166222208046	0.291152797393054	-0.888341221695218	0.0162114039786225	-0.865166222208046	0.291152797393054	0.733970040720574
ENSMUSG00000000184	0.64021850184551	0.864686782289048	0.784381921347174	0.0416787509117244	0.64021850184551	0.864686782289048	0.999542254619838
ENSMUSG00000000266	0.742824442279414	0.970818213132746	0.857318452154433	0.48079740182509	0.742824442279414	0.970818213132746	0.999542254619838
ENSMUSG00000000295	5.25773759598115	1.01639421357117e-05	9.98819301568825	3.76390252453106e-33	5.25773759598115	1.01639421357117e-05	0.000173623290027125
ENSMUSG00000000346	2.08688916472391	0.651264447606545	6.79835984661635	7.34749149519796e-30	2.08688916472391	0.651264447606545	0.999542254619838
ENSMUSG00000000384	-1.04371828874312	0.687710217856483	3.92938875098994	6.19456867996463e-11	-1.04371828874312	0.687710217856483	0.999542254619838
ENSMUSG00000000439	-0.711992597895633	0.239791989721155	-0.735215855574014	0.309200163650922	-0.735215855574014	0.309200163650922	0.760739509292468
ENSMUSG00000000440	-5.32892005528717	0.02457064001853	-5.33800819300905	0.00520120131606358	-5.32892005528717	0.02457064001853	0.115533375278768
ENSMUSG00000000441	0.946886939964458	0.0870957807030583	0.926403949603817	0.0877378249140967	0.926403949603817	0.0877378249140967	0.314899454046738
ENSMUSG00000000538	0.888097515259062	0.795880957678771	1.03625276779373	0.309150681963955	0.888097515259062	0.795880957678771	0.999542254619838
ENSMUSG00000000555	0.521666335301688	0.968364748476553	5.34203445253225	6.96705860947949e-44	0.521666335301688	0.968364748476553	0.999542254619838
ENSMUSG00000000563	-0.352448894683105	0.449698287153268	-0.363890759376492	0.31480041421096	-0.352448894683105	0.449698287153268	0.940408787430791
ENSMUSG00000000568	-0.972857672396348	0.268959164884456	-0.993629755376864	0.000161263664584502	-0.972857672396348	0.268959164884456	0.698020167467772
ENSMUSG00000000600	-1.94656223309887	0.23288700475503	-1.80329896760854	0.0287622899063161	-1.94656223309887	0.23288700475503	0.630453385991801
ENSMUSG00000000628	-2.0867263181795	0.414638839445205	2.51915491687985	0.0261756018882591	-2.0867263181795	0.414638839445205	0.903966258208893
ENSMUSG00000000631	-1.28464472532371	0.227902372940305	-1.33269276040745	0.0637505697390779	-1.28464472532371	0.227902372940305	0.624477431866695
ENSMUSG00000000693	-0.728262536555166	0.28326021841149	-0.749884182960376	0.322400465517346	-0.749884182960376	0.322400465517346	0.780411530431674
ENSMUSG00000000787	0	0.833033771331355	4.46503629808904	6.32485632819452e-57	0	0.833033771331355	0.999542254619838
ENSMUSG00000000804	1.87070400389993	0.986222765805723	6.8232331919021	5.70578250584073e-09	1.87070400389993	0.986222765805723	0.999542254619838
ENSMUSG00000000826	1.87059246872312	0.976583174110372	6.55040402490637	1.0487713639909e-20	1.87059246872312	0.976583174110372	0.999542254619838
ENSMUSG00000000902	2.08691358156838	0.614240309290487	7.00307027072819	7.61709468933116e-36	2.08691358156838	0.614240309290487	0.999542254619838
ENSMUSG00000000915	-0.125552131635042	0.885765959912542	-0.153937163130532	0.832186672887507	-0.125552131635042	0.885765959912542	0.999542254619838
ENSMUSG00000000916	4.13077954164138	1.4986541852105e-07	4.02732526330046	1.83414798087604e-07	4.02732526330046	1.83414798087604e-07	5.15663062540045e-06
ENSMUSG00000000957	-3.63963739777916	0.00170408731217148	-3.66822003326717	3.11796090955724e-18	-3.63963739777916	0.00170408731217148	0.0127759212654189
ENSMUSG00000000959	6.09789726284899	0.000105938146696146	10.6489496669682	5.26648272864135e-23	6.09789726284899	0.000105938146696146	0.00123777947157098
ENSMUSG00000001025	3.0673251419488	0.218503400795793	7.87829209909878	1.94777143792043e-181	3.0673251419488	0.218503400795793	0.609236238375873
ENSMUSG00000001089	-0.521768487572132	0.717889401334402	4.04444625994511	2.66154887700358e-09	-0.521768487572132	0.717889401334402	0.999542254619838
ENSMUSG00000001098	-2.60058864709669	0.109788660425089	-2.40182348096315	3.57033774342197e-13	-2.60058864709669	0.109788660425089	0.376517909132547
ENSMUSG00000001151	-1.02035968205595	0.373319607769822	-1.0229592737537	0.180821609394909	-1.02035968205595	0.373319607769822	0.853166487189458
ENSMUSG00000001175	0.84385282451592	0.817563179095602	0.608637574830893	0.0187053635089862	0.84385282451592	0.817563179095602	0.999542254619838
ENSMUSG00000001228	-2.97865976207947	0.0128351296756668	-2.9106201327942	4.46528531419647e-11	-2.97865976207947	0.0128351296756668	0.0681929429028043
ENSMUSG00000001289	1.04335099118745	0.913742113637995	5.55381043030009	7.5315508296512e-41	1.04335099118745	0.913742113637995	0.999542254619838
ENSMUSG00000001300	3.10222635017649	0.16089158740381	7.91675344765616	5.01809743700713e-24	3.10222635017649	0.16089158740381	0.497418550289673
ENSMUSG00000001323	1.03494180567225	0.225390543672156	0.953069237751723	0.551874506965365	0.953069237751723	0.551874506965365	0.999542254619838
ENSMUSG00000001366	-8.92525536555402	0.000152797801804857	-8.58454355720493	1.7687596988268e-12	-8.92525536555402	0.000152797801804857	0.00169016912734144
ENSMUSG00000001380	0.209878301086516	0.817165496037578	0.220648375110308	0.52726193082717	0.209878301086516	0.817165496037578	0.999542254619838
ENSMUSG00000001415	1.87052253832266	0.997868545807278	6.72479369741246	1.84306967519674e-14	1.87052253832266	0.997868545807278	0.999542254619838
ENSMUSG00000001416	1.04342427627677	0.883857809520801	5.79116514733158	1.13466976973568e-89	1.04342427627677	0.883857809520801	0.999542254619838
ENSMUSG00000001418	0.939616281166337	0.900679887772363	6.0759823058415	5.48154543768038e-26	0.939616281166337	0.900679887772363	0.999542254619838
ENSMUSG00000001419	-1.32985129625849	0.334980069725955	-1.31713941611727	0.0673294166464215	-1.32985129625849	0.334980069725955	0.800098414327747
ENSMUSG00000001424	1.47286171847986	0.729782656642266	6.26405228173636	2.77523001115085e-43	1.47286171847986	0.729782656642266	0.999542254619838
ENSMUSG00000001435	9.06393157715397	6.54482238238858e-07	13.8673664772826	2.43221823943195e-130	9.06393157715397	6.54482238238858e-07	1.56322793009441e-05
ENSMUSG00000001436	3.2763234503586	0.0274101621539543	7.99617429056849	1.22821556237652e-24	3.2763234503586	0.0274101621539543	0.125816373560413
ENSMUSG00000001440	2.79176763193868	0.213783637212667	7.49228512987382	7.10842344897576e-139	2.79176763193868	0.213783637212667	0.602298577074101
ENSMUSG00000001441	0.939635577977754	0.904095680403233	6.30035325448114	2.5841836068694e-41	0.939635577977754	0.904095680403233	0.999542254619838
ENSMUSG00000001467	2.36753075265614	0.701500644312798	2.2868499991567	2.59446269669612e-11	2.36753075265614	0.701500644312798	0.999542254619838
