GeneId	mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust	colorscale	category
ENSMUSG00000052707	-0.489473932898824	1.61555491944754	1.97658664434914	0.997975047250039	-0.650158353401451	1.45489075125047	2.11492698938477	0.0580864268761261	1.97658664434914	0.997975047250039	0.999542254619838	9.01158395322748e-06	translation_only
ENSMUSG00000005262	0.510487285083341	1.7646384483156	1.48559389622267	0.991165695349246	2.11918310435872	3.37333850956706	1.26505593429888	0.0270026337461475	1.48559389622267	0.991165695349246	0.999542254619838	4.83310028348697e-05	translation_only
ENSMUSG00000022957	-0.489473932898824	1.49233844962043	1.97674036513027	0.972988363830726	0.366130943022087	2.347964153272	1.99399498686335	0.0141880776738926	1.97674036513027	0.972988363830726	0.999542254619838	0.000154630719397971	translation_only
ENSMUSG00000050730	0.510487285083341	1.7766446458249	1.48561793265412	0.966026633521134	-0.109613816960774	1.15654805076964	1.27946886809043	0.293736625363137	1.48561793265412	0.966026633521134	0.999542254619838	0.000195869234732771	translation_only
ENSMUSG00000033373	-0.489473932898824	1.31041716838231	1.97677655876143	0.950740728681701	0.413958880783078	2.21387298206205	1.79158669046336	0.0295665825170736	1.97677655876143	0.950740728681701	0.999542254619838	0.000287469362863751	translation_only
ENSMUSG00000033088	0.510494361711143	1.69102095260137	1.29765871189366	0.937338633088693	0.618306051209232	1.79884533503085	1.18020717136244	0.0838694502198552	1.29765871189366	0.937338633088693	0.999542254619838	0.00036900076079708	translation_only
ENSMUSG00000034525	-0.489473932898824	1.11151308307734	1.97677875278484	0.933834156465977	-0.524628987268234	1.07638410365453	1.58641478132717	0.175445967780865	1.97677875278484	0.933834156465977	0.999542254619838	0.000390512469585636	translation_only
ENSMUSG00000020230	0.510494361711143	2.70183958346524	1.94652055622146	0.869126836125732	-1.58603270934367	0.605317903011868	2.23227765275934	0.0546497575302651	1.94652055622146	0.869126836125732	0.999542254619838	0.000802912588544709	translation_only
ENSMUSG00000063663	0.510487285083341	2.61781584080764	2.22855053620336	0.831584626540934	-0.717290146158996	1.3900358427102	2.14089730691735	0.083280662246496	2.22855053620336	0.831584626540934	0.999542254619838	0.00105649835613799	translation_only
ENSMUSG00000029313	-0.489473932898824	3.33272449871375	3.95284163536201	0.802245458517037	-1.78764785609033	2.03455138377642	3.8616375767661	0.000439408292145629	3.95284163536201	0.802245458517037	0.999542254619838	0.00126277626584568	translation_only
ENSMUSG00000032599	0.510487285083341	2.91033506323064	2.22822777110554	0.795734678253497	-0.35472387503705	2.04511817897316	2.43342473770827	0.0169035325895207	2.22822777110554	0.795734678253497	0.999542254619838	0.00130957447059907	translation_only
