GeneId	mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust	colorscale	category
ENSMUSG00000037071	-5.25396568993258	-0.0602941897131393	0.521715386887081	0.999542254619838	2.80325512134976	7.99685002657316	5.19036491290156	2.7758671237551e-20	0.521715386887081	0.999542254619838	0.999542254619838	0	transcription_only
ENSMUSG00000031511	-5.25396568993258	-0.0848833127797025	0.521690773150283	0.999431335917442	1.74212076728922	6.91114711427728	5.15624027254726	8.23693300256594e-11	0.521690773150283	0.999431335917442	0.999542254619838	6.37327785229921e-07	transcription_only
ENSMUSG00000030591	-5.25396568993258	-0.0294895677804332	0.52174622234449	0.99902120895382	3.74678603532406	8.97116660327512	5.22557324167971	5.66767325305506e-34	0.52174622234449	0.99902120895382	0.999542254619838	2.9944907948436e-06	transcription_only
ENSMUSG00000027288	-6.25384073501944	0.503999052338201	1.87939507464944	0.998928201035421	1.01968107841386	7.7774875839347	6.76583436650618	3.7327936913468e-22	1.87939507464944	0.998928201035421	0.999542254619838	3.52917895321771e-06	transcription_only
ENSMUSG00000027423	-5.25396568993258	-0.0354198529216592	0.521740286123134	0.998285320051361	3.89598421942878	9.11443175413005	5.21476949007244	1.68833916198943e-36	0.521740286123134	0.998285320051361	0.999542254619838	7.22636432160577e-06	transcription_only
ENSMUSG00000022407	-5.83882474405379	0.710309652071244	1.87056883762995	0.998148044318141	3.3082215768861	9.85726775690886	6.54340273790842	4.28177549134623e-61	1.87056883762995	0.998148044318141	0.999542254619838	8.01614059404493e-06	transcription_only
ENSMUSG00000001415	-5.83882474405379	0.88718314807655	1.87052253832266	0.997868545807278	0.524605244732639	7.25057384524176	6.72479369741246	1.84306967519674e-14	1.87052253832266	0.997868545807278	0.999542254619838	9.62449029592599e-06	transcription_only
ENSMUSG00000028692	-5.83882474405379	0.715780524391403	1.8705797903273	0.99767758431043	2.7952600580973	9.34978711778285	6.54757610352957	6.37782732553336e-48	1.8705797903273	0.99767758431043	0.999542254619838	1.07236205654228e-05	transcription_only
ENSMUSG00000038776	-5.83882474405379	0.84113778743862	1.87043035541848	0.997547402499055	2.22129767937226	8.90118949359232	6.67671495524418	7.20146443705747e-38	1.87043035541848	0.997547402499055	0.999542254619838	1.14730376061045e-05	transcription_only
ENSMUSG00000024392	-6.25384073501944	0.405460685777041	1.87919780064232	0.997267239644068	3.2043913095073	9.8636192149666	6.65908848310356	4.07272642033554e-66	1.87919780064232	0.997267239644068	0.999542254619838	1.30861816104455e-05	transcription_only
ENSMUSG00000042557	-5.83882474405379	0.923623758980832	1.87059549249864	0.997104281146133	0.600056648196085	7.36246335642357	6.77606645630621	1.56978398718342e-15	1.87059549249864	0.997104281146133	0.999542254619838	1.40246855031856e-05	transcription_only
ENSMUSG00000009863	-6.25384073501944	0.475492990989471	1.87933800545756	0.996447100357222	1.30402292412557	8.03331869447601	6.72502897125373	1.0818544943683e-25	1.87933800545756	0.996447100357222	0.999542254619838	1.78110513132475e-05	transcription_only
ENSMUSG00000027963	-5.25396568993258	-0.0807464193749947	0.521694914184735	0.996078411776759	1.52699755773322	6.70016462143524	5.18571678587001	1.80238605547264e-09	0.521694914184735	0.996078411776759	0.999542254619838	1.99363546730539e-05	transcription_only
ENSMUSG00000044147	-5.25396568993258	-0.0406336852253365	0.521735067071774	0.995687397642906	2.78821132701088	8.00146653414842	5.21420519443576	2.47707278520732e-20	0.521735067071774	0.995687397642906	0.999542254619838	2.21912132938987e-05	transcription_only
ENSMUSG00000018965	-5.25396568993258	-0.0724049058545171	0.521703264048114	0.9953103794059	3.09981749026922	8.2812962936461	5.17386934078085	1.25413145103358e-23	0.521703264048114	0.9953103794059	0.999542254619838	2.43662005502182e-05	transcription_only
ENSMUSG00000004394	-5.25396568993258	-0.086578586656886	0.521689076179456	0.995158822957404	2.40212068170353	7.56943947964165	5.17623861930589	5.01197697729798e-16	0.521689076179456	0.995158822957404	0.999542254619838	2.52407494273945e-05	transcription_only
ENSMUSG00000036620	-6.25384073501944	0.277687774360554	1.87934239941825	0.994976935596315	-2.06517172176771	4.46638376817312	6.56819841683345	0.00251883603300429	1.87934239941825	0.994976935596315	0.999542254619838	2.62904971677765e-05	transcription_only
ENSMUSG00000035011	-5.83882474405379	0.932842380460991	1.8706139481973	0.994597547454762	0.00588218009954681	6.77751831071491	6.77103717681818	1.11103927469657e-10	1.8706139481973	0.994597547454762	0.999542254619838	2.84807219235596e-05	transcription_only
ENSMUSG00000079658	-5.25396568993258	-0.072939931362111	0.521702728487043	0.99449083161902	3.24130251456695	8.42224358278691	5.18308422605644	1.80269314600191e-25	0.521702728487043	0.99449083161902	0.999542254619838	2.9096947782107e-05	transcription_only
ENSMUSG00000003429	-5.25396568993258	0.032395677335384	0.521808169536797	0.994321646305107	4.73349087769898	10.0197358781544	5.28697604124025	2.05714292519958e-54	0.521808169536797	0.994321646305107	0.999542254619838	3.00740364013831e-05	transcription_only
ENSMUSG00000022377	-5.25396568993258	-0.0770907628422884	0.521698573500572	0.9937427934789	3.19642527320492	8.37321647817885	5.18024626703879	8.17770638271048e-25	0.521698573500572	0.9937427934789	0.999542254619838	3.34183180172708e-05	transcription_only
ENSMUSG00000025651	-5.83882474405379	0.913913030638026	1.87057605160106	0.993172145829732	3.53422281946652	10.2868616184428	6.75930495525261	7.0668943860839e-74	1.87057605160106	0.993172145829732	0.999542254619838	3.6717102155285e-05	transcription_only
ENSMUSG00000022257	-5.83882474405379	0.947936981727797	1.87064416761925	0.992929817715366	1.5245943627875	8.31129577548165	6.7955671375647	1.89126928720698e-27	1.87064416761925	0.992929817715366	0.999542254619838	3.81185191915802e-05	transcription_only
ENSMUSG00000019818	-6.25384073501944	0.440908627466697	1.87926876749253	0.992395868111399	2.6569093828558	9.35159509457612	6.69046812414591	3.3828319100396e-52	1.87926876749253	0.992395868111399	0.999542254619838	4.12076311316537e-05	transcription_only
ENSMUSG00000024664	-5.83882474405379	0.954583833946213	1.87065747463072	0.992225223756589	2.15404197469069	8.94737769728123	6.79019112293324	7.25254669318403e-39	1.87065747463072	0.992225223756589	0.999542254619838	4.2195227427911e-05	transcription_only
ENSMUSG00000029581	-5.83882474405379	0.98243590769633	1.8707132345381	0.991514057637586	4.07936160905245	10.9005102847183	6.81484479157014	1.7577189003774e-92	1.8707132345381	0.991514057637586	0.999542254619838	4.63128981252475e-05	transcription_only
ENSMUSG00000027203	-6.25384073501944	0.471930668153969	1.87933087368012	0.991441130951851	2.18040442959924	8.90612071129662	6.73046841365599	2.10288727461782e-41	1.87933087368012	0.991441130951851	0.999542254619838	4.67353125161255e-05	transcription_only
ENSMUSG00000005054	-5.25396568993258	-0.0577533050763046	0.521717930315162	0.991371623405203	4.10589149142928	9.30200205213619	5.19126271307088	6.28751382121539e-40	0.521717930315162	0.991371623405203	0.999542254619838	4.71379510950142e-05	transcription_only
ENSMUSG00000028478	-5.25396568993258	0.0143861561496087	0.521790141988049	0.991047644540537	3.97649544658339	9.24474617018046	5.27135739031677	5.82266788673832e-39	0.521790141988049	0.991047644540537	0.999542254619838	4.90150463041099e-05	transcription_only
ENSMUSG00000027646	-5.83882474405379	0.877533066495373	1.87050321884001	0.990203909941359	-1.0506891749849	5.66565821307173	6.73895543117715	9.59927006409698e-06	1.87050321884001	0.990203909941359	0.999542254619838	5.39064261859046e-05	transcription_only
ENSMUSG00000001729	-1.07442796772719	0.597998879927279	1.68783268638171	0.989959433897405	1.42436505497921	3.09682308786747	1.67903500616343	0.00265532812534922	1.68783268638171	0.989959433897405	0.999542254619838	5.53245051775766e-05	transcription_only
ENSMUSG00000030894	-5.25396568993258	-0.0214925791102678	0.521754227338135	0.989664297578637	2.49028038283999	7.72268190099158	5.2409949957878	1.91101659857731e-17	0.521754227338135	0.989664297578637	0.999542254619838	5.70369048503288e-05	transcription_only
ENSMUSG00000050965	-5.25396568993258	-0.0307083596125403	0.521745002332636	0.988981488642402	2.01965319317744	7.24284803084657	5.22250217162115	3.11347563369333e-13	0.521745002332636	0.988981488642402	0.999542254619838	6.10005638778629e-05	transcription_only
ENSMUSG00000033712	-5.83882474405379	0.987768498954857	1.8703235099961	0.988677759546355	0.327806706360685	7.15436136558096	6.8177003974706	1.57009381404303e-13	1.8703235099961	0.988677759546355	0.999542254619838	6.27645699057798e-05	transcription_only
ENSMUSG00000041841	-5.83882474405379	0.816913016406728	1.87038185737836	0.988009664066846	0.294123945457551	6.94982879000864	6.67050005928038	6.06290288290169e-12	1.87038185737836	0.988009664066846	0.999542254619838	6.66466606154767e-05	transcription_only
