GeneId	mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust	colorscale	category
ENSMUSG00000049823	1.51046736556419	4.56716399873622	3.55257936589878	0.865827325908737	-4.10954423202412	-1.05286218907721	3.26886241101228	0.178528026344413	3.55257936589878	0.865827325908737	0.999542254619838	0.000824756334869008	homodirectional
ENSMUSG00000000538	1.51046736556419	2.519885109321	0.888097515259062	0.795880957678771	-0.155409820313507	0.854003876466206	1.03625276779373	0.309150681963955	0.888097515259062	0.795880957678771	0.999542254619838	0.00130851884435691	homodirectional
ENSMUSG00000021254	2.5104647206249	3.65465072819309	1.17775449852878	0.783766862477413	-1.52465269470721	-0.380474897536202	1.17431369183809	0.309223120769183	1.17775449852878	0.783766862477413	0.999542254619838	0.00139660432982519	homodirectional
ENSMUSG00000031667	2.09542521366466	4.95949432635672	3.12110552019625	0.664217492866456	-3.52462127297901	-0.660568135471371	3.04051373589859	0.0757837554077831	3.12110552019625	0.664217492866456	0.999542254619838	0.00234707403300244	homodirectional
ENSMUSG00000034040	7.59676290233617	5.61154142361419	-2.00508685868843	0.386948814988982	-0.34506336410206	-2.33042509145868	-1.55047728592271	0.621486516350329	-1.55047728592271	0.621486516350329	0.999542254619838	0.00272895404822719	homodirectional
ENSMUSG00000037341	6.85970806648394	5.52136789495831	-1.53661329363674	0.308783669902017	0.654889318616455	-0.683634439729295	-1.11368334965809	0.572845474436229	-1.11368334965809	0.572845474436229	0.999542254619838	0.00319699431657145	homodirectional
ENSMUSG00000021131	6.27476404710517	2.73705939120443	-3.24539621483856	0.486470349462994	0.654884668253246	-2.88290275331862	-3.12181074785565	0.546720867786886	-3.12181074785565	0.546720867786886	0.999542254619838	0.00346506165242517	homodirectional
ENSMUSG00000026202	7.85980464377362	4.88906269298623	-2.74044786737519	0.386938887605756	-0.345061250192991	-3.31592209565378	-2.46829345853126	0.515088364336022	-2.46829345853126	0.515088364336022	0.999542254619838	0.00380734102348081	homodirectional
ENSMUSG00000020541	1.38494704498759	3.00013596901906	1.62356026057685	0.228423557789064	-5.37264679511503	-3.7574470802238	1.79653333076478	0.466819930871102	1.79653333076478	0.466819930871102	0.959594054395358	0.00437241797400865	homodirectional
ENSMUSG00000031021	3.2109126579392	2.04112044879949	-1.08792543194163	0.465694041521913	-1.9397002096592	-3.10949186669268	-1.18639368522667	0.452333051576326	-1.08792543194163	0.465694041521913	0.958009312551557	0.00438628571438137	homodirectional
ENSMUSG00000037366	8.27484650088783	4.56712675088512	-3.66344836561554	0.388698240396118	-0.345059333004669	-4.05288680996765	-3.34590069303169	0.459059186806324	-3.34590069303169	0.459059186806324	0.949425858383348	0.00446869537809302	homodirectional
ENSMUSG00000071078	7.27480722287617	5.42515199237284	-1.66105968060256	0.278523558914322	0.65490363354813	-1.1949051764166	-1.64414223032999	0.423639650667825	-1.64414223032999	0.423639650667825	0.916188635538829	0.00492983102532348	homodirectional
ENSMUSG00000001151	2.09543718262158	1.07553398635184	-1.02035968205595	0.373319607769822	0.748350707453772	-0.271549683896226	-1.0229592737537	0.180821609394909	-1.02035968205595	0.373319607769822	0.853166487189458	0.00565601747200649	homodirectional
ENSMUSG00000035248	3.51046638801492	1.89976613135381	-1.50964875208869	0.268642387957342	-0.35474012017896	-1.9654443124087	-1.60025715777129	0.220570896523854	-1.50964875208869	0.268642387957342	0.698020167467772	0.00754575757603436	homodirectional
ENSMUSG00000028344	1.09544114775693	2.56719040784444	1.50767090684852	0.251088236792361	-2.99414880053122	-1.52239694559551	1.4883691729661	0.175265390693425	1.50767090684852	0.251088236792361	0.663748433988818	0.00793384706562673	homodirectional
ENSMUSG00000039382	2.5104647206249	6.42513683340219	3.82992065812415	0.248488103579366	-5.10958113891689	-1.1949150817907	4.25280212509622	0.0323263053072485	3.82992065812415	0.248488103579366	0.661289341897451	0.00799362801206827	homodirectional
ENSMUSG00000024982	1.15433265281008	2.18190146768454	1.04587293738362	0.105821195164733	-4.52467012373038	-3.49710065141346	1.05165116586305	0.24654767390579	1.05165116586305	0.24654767390579	0.658192059220304	0.00803865041520239	homodirectional
ENSMUSG00000090626	2.5104647206249	6.4978937230214	4.12274675278626	0.241472686275181	-5.10958141125689	-1.12215915560453	4.42860220280454	0.0266407681400123	4.12274675278626	0.241472686275181	0.64784769409216	0.00815809812606321	homodirectional
ENSMUSG00000035048	8.08220022895735	5.23959510532973	-2.84985935670565	0.133870320381478	0.654913984707038	-2.18783175603986	-2.6342754615728	0.227024269236716	-2.6342754615728	0.227024269236716	0.624477431866695	0.00851243501423085	homodirectional
ENSMUSG00000024667	2.68040059809941	1.35568835066438	-1.30975227070402	0.199773967035651	-1.06523648059476	-2.38994819479984	-1.33157177005302	0.16529470037781	-1.30975227070402	0.199773967035651	0.578181148539899	0.00924678827510216	homodirectional
ENSMUSG00000022370	3.68039149070915	2.3918251405166	-1.3232746371897	0.182179107916646	2.26540268560237	0.976833691167399	-1.27902737486288	0.00630367602516179	-1.3232746371897	0.182179107916646	0.544519836397595	0.00977626684801969	homodirectional
ENSMUSG00000024220	8.59677409604225	2.98219899559961	-5.40927162343126	0.173987941975654	1.23986171157422	-4.37481810862106	-5.49693180893193	0.166801075000829	-5.40927162343126	0.173987941975654	0.527633095946393	0.0100404673868343	homodirectional
ENSMUSG00000007029	2.83239357559464	1.10200889364117	-1.68432740486048	0.149843738051124	4.22127161987729	2.49089213784509	-1.72871094599928	1.45778188409341e-06	-1.68432740486048	0.149843738051124	0.473015495906414	0.0108984240688823	homodirectional
ENSMUSG00000034168	3.31782111635424	1.47033087928618	-1.76778515824014	0.135237854779402	1.15715349061801	-0.690338815197327	-1.82959417869272	0.0347535655218865	-1.76778515824014	0.135237854779402	0.444047408819471	0.0114874090319641	homodirectional
ENSMUSG00000036352	1.51047719006642	5.73707395779957	4.43574107966656	0.132488605607266	-6.10958025404878	-1.88297159321873	4.5169160459584	0.0652050735451468	4.43574107966656	0.132488605607266	0.436613854131881	0.0116053604594438	homodirectional
ENSMUSG00000027168	7.59676290233617	2.83021018259153	-4.76172622790297	0.103508640138008	1.97680291251554	-2.78985289739052	-4.76923566348137	0.105810478173193	-4.76923566348137	0.105810478173193	0.365194987966048	0.0128966463692133	homodirectional
ENSMUSG00000042508	1.24744460948339	4.9594987285161	3.79368298183865	0.0791473734967586	-4.69457362536862	-0.982517591071877	3.85371184114444	0.0106337206850261	3.79368298183865	0.0791473734967586	0.289064629320367	0.0145640430744863	homodirectional
ENSMUSG00000010048	6.27476404710517	2.91677522028726	-3.24547743274013	0.0704978455980214	4.60896399584379	1.25088717923373	-3.328197033712	0.000661442926033807	-3.24547743274013	0.0704978455980214	0.264636558093268	0.0152286716769091	homodirectional
ENSMUSG00000032103	6.27476404710517	1.46027325326432	-4.8685555002635	0.0667237048733499	3.46215271715346	-1.35242303307818	-4.7419938420993	0.0493947193139143	-4.8685555002635	0.0667237048733499	0.253644055567847	0.0155446595690173	homodirectional
ENSMUSG00000020085	3.00232905236785	1.17291371389871	-1.79858110201006	0.0488079126638397	-2.0011079887931	-3.83052319458373	-1.80710137042521	0.064332608415813	-1.80710137042521	0.064332608415813	0.247341467399258	0.0157542408414923	homodirectional
ENSMUSG00000040482	6.85970806648394	2.28965111885496	-4.60882917085679	0.0552509190587894	2.97674312984417	-1.59342545571992	-4.5283737685066	0.0457350815579578	-4.60882917085679	0.0552509190587894	0.218363657358375	0.0166282126860334	homodirectional
