sample	start_density	stop_density	start_lower_CI	start_upper_CI	stop_lower_CI	stop_upper_CI
7-111-R.toTranscriptome.sort	0.048929838547174344	0.08210633089782834	-0.009652829814019201	0.10751250690836789	0.02660872350291961	0.1376039382927371
7-111-R.toTranscriptome.sort	0.010231809276639458	0.4070342245726013	-0.009828302794596218	0.03029192134787513	0.21381941441568394	0.6002490347295186
7-111-R.toTranscriptome.sort	0.018781866001206057	0.04446732322458452	-0.018041121615341146	0.05560485361775326	-0.00011704514610456213	0.0890516915952736
7-111-R.toTranscriptome.sort	0.004274747566431151	0.36240035706627677	-0.0017564934142274887	0.01030598854708979	-0.016006870083548286	0.7408075842161018
7-111-R.toTranscriptome.sort	0.06903775116075467	0.5727457849039181	0.0034806511258303613	0.134594851195679	0.22369273069799522	0.9217988391098411
7-111-R.toTranscriptome.sort	0.028039963459432316	0.06878278835862699	-0.005312064884478624	0.06139199180334326	0.01844780212712726	0.11911777459012671
7-111-R.toTranscriptome.sort	0.0	0.20118549234194044	0.0	0.0	0.09817760116418421	0.30419338351969666
7-111-R.toTranscriptome.sort	0.02819921582942078	0.40586841460042117	-0.027086612415143683	0.08348504407398524	0.26134461283175536	0.550392216369087
7-111-R.toTranscriptome.sort	0.012502386705622103	0.06062211855336616	-0.002533181113289651	0.027537954524533857	0.012138523023317596	0.10910571408341473
7-111-R.toTranscriptome.sort	0.004803245341184917	0.15471963773647573	-0.0037787841629192574	0.013385274845289091	0.07887086926417894	0.23056840620877253
7-111-R.toTranscriptome.sort	0.02323724660557604	0.35723748433233626	-0.008974271502517488	0.055448764713669565	0.1361042780614425	0.57837069060323
7-111-R.toTranscriptome.sort	0.02377404626855392	0.05745777720030583	-0.022835776360474822	0.07038386889758266	-0.007584467442360895	0.12250002184297255
7-111-R.toTranscriptome.sort	0.039287251903953456	0.05512615725594559	-0.01973076642782161	0.09830527023572852	-0.005714961470510323	0.1159672759824015
7-111-R.toTranscriptome.sort	0.0	0.314602148206892	0.0	0.0	0.18993627491395826	0.4392680214998257
7-111-R.toTranscriptome.sort	0.054180959258866596	0.013323542539201353	0.010552910373066215	0.09780900814466698	-0.009310058394605575	0.03595714347300828
7-111-R.toTranscriptome.sort	0.04393670630997214	0.10109237901619027	-0.006852336543996057	0.09472574916394033	0.038353139065877895	0.16383161896650264
7-111-R.toTranscriptome.sort	0.014788084721036236	0.3006124285407305	-0.009424955177343793	0.039001124619416266	0.19166966074063424	0.40955519634082677
7-111-R.toTranscriptome.sort	0.01684138153049189	0.03214304637582326	-0.002076446173994686	0.03575920923497847	0.004788764721520986	0.05949732803012554
7-111-R.toTranscriptome.sort	0.0006275890142724551	0.06445263703338655	-0.0006028090207630508	0.001857987049307961	0.01135727298344491	0.11754800108332819
7-111-R.toTranscriptome.sort	0.027315846978787972	0.3462455617374952	-0.011004998023959899	0.06563669198153585	0.21653312751148726	0.4759579959635032
7-111-R.toTranscriptome.sort	0.04236102789669607	0.04280188040718435	-0.013083948971586462	0.0978060047649786	-0.004752836177329273	0.09035659699169797
7-111-R.toTranscriptome.sort	0.0010334923568367297	0.07144749686646726	-0.000992678691731127	0.0030596634054045864	0.013643549409437475	0.12925144432349706
